Bairro,Grupo de idade,Total,Total.1,Total.2
São Francisco,15 a 17 anos,"254,92","233,33","261,40"
São Francisco,18 ou 19 anos,"676,79","878,44","273,50"
São Francisco,20 a 24 anos,"625,56","694,68","500,62"
São Francisco,25 a 29 anos,"685,85","674,75","699,50"
São Francisco,30 a 34 anos,"675,19","760,18","598,42"
São Francisco,35 a 39 anos,"888,41","950,82","795,56"
São Francisco,40 a 44 anos,"873,28","816,30","1011,21"
São Francisco,45 a 49 anos,"1005,79","1287,31","707,21"
São Francisco,50 a 54 anos,"1287,87","1464,76","1069,35"
São Francisco,55 a 59 anos,"1136,43","1220,52","1017,95"
São Francisco,60 a 69 anos,"1127,90","1294,38","946,74"
São Francisco,70 anos ou mais,"837,45","903,10","779,76"
Sucurijuquara,Total,"561,40","629,60","469,92"
Sucurijuquara,10 a 14 anos,"101,00","101,00",-
Sucurijuquara,15 a 19 anos,"372,30","369,07","382,00"
Sucurijuquara,15 a 17 anos,"335,00","335,00",-
Sucurijuquara,18 ou 19 anos,"381,63","381,45","382,00"
Sucurijuquara,20 a 24 anos,"485,24","542,58","358,29"
Sucurijuquara,25 a 29 anos,"538,49","637,74","398,64"
Sucurijuquara,30 a 34 anos,"513,52","592,88","419,05"
Sucurijuquara,35 a 39 anos,"495,98","567,92","383,56"
Sucurijuquara,40 a 44 anos,"693,42","788,33","562,00"
Sucurijuquara,45 a 49 anos,"646,91","730,56","536,84"
Sucurijuquara,50 a 54 anos,"910,00","956,92","833,75"
Sucurijuquara,55 a 59 anos,"532,76","567,50","508,24"
Sucurijuquara,60 a 69 anos,"528,27","653,33","444,89"
Sucurijuquara,70 anos ou mais,"601,36","692,73","510,00"
Vila,Total,"937,10","1017,76","849,56"
Vila,10 a 14 anos,"330,11","332,91","326,25"
Vila,15 a 19 anos,"354,58","437,69","200,21"
Vila,15 a 17 anos,"260,23","394,29","103,83"
Vila,18 ou 19 anos,"400,00","453,68","272,50"
Vila,20 a 24 anos,"585,68","604,34","563,54"
Vila,25 a 29 anos,"722,88","795,35","632,55"
Vila,30 a 34 anos,"749,37","768,32","726,72"
Vila,35 a 39 anos,"925,80","1039,07","799,62"
Vila,40 a 44 anos,"877,08","918,01","832,62"
Vila,45 a 49 anos,"1146,65","1202,44","1076,73"
Vila,50 a 54 anos,"1321,98","1385,12","1244,20"
Vila,55 a 59 anos,"1094,56","1306,08","915,80"
Vila,60 a 69 anos,"1130,29","1317,00","939,34"
Vila,70 anos ou mais,"1029,87","1194,33","914,60"
Praia Grande,Total,"1133,13","1201,09","1047,68"
Praia Grande,10 a 14 anos,"300,00",-,"300,00"
Praia Grande,15 a 19 anos,"226,40","234,31","175,00"
Praia Grande,15 a 17 anos,"158,57","160,00","150,00"
Praia Grande,18 ou 19 anos,"285,75","298,00","200,00"
Praia Grande,20 a 24 anos,"486,97","498,10","467,50"
Praia Grande,25 a 29 anos,"741,39","660,77","846,20"
Praia Grande,30 a 34 anos,"1060,86","980,59","1136,67"
Praia Grande,35 a 39 anos,"1032,96","1001,04","1075,52"
Praia Grande,40 a 44 anos,"1400,94","1801,00","931,30"
Praia Grande,45 a 49 anos,"1218,24","1618,75","862,22"
Praia Grande,50 a 54 anos,"1816,43","1590,53","2293,33"
Praia Grande,55 a 59 anos,"848,80","966,36","705,11"
Praia Grande,60 a 69 anos,"1636,74","2098,52","972,94"
Praia Grande,70 anos ou mais,"1673,60","1466,67","1790,00"
Chapéu Virado,Total,"864,41","983,49","723,06"
Chapéu Virado,10 a 14 anos,"150,00",-,"150,00"
Chapéu Virado,15 a 19 anos,"381,53","444,00","256,60"
Chapéu Virado,15 a 17 anos,"316,20","310,00","320,33"
Chapéu Virado,18 ou 19 anos,"414,20","477,50","161,00"
Chapéu Virado,20 a 24 anos,"510,83","586,43","426,16"
Chapéu Virado,25 a 29 anos,"540,95","595,89","463,69"
Chapéu Virado,30 a 34 anos,"641,22","762,89","481,79"
Chapéu Virado,35 a 39 anos,"740,60","828,85","667,80"
Chapéu Virado,40 a 44 anos,"986,85","994,49","971,23"
Chapéu Virado,45 a 49 anos,"984,43","1093,67","841,96"
Chapéu Virado,50 a 54 anos,"1356,00","1310,45","1411,67"
Chapéu Virado,55 a 59 anos,"811,60","1132,00","598,00"
Chapéu Virado,60 a 69 anos,"1519,24","1712,59","1206,19"
Chapéu Virado,70 anos ou mais,"1006,38","1619,25","690,06"
Murubira,Total,"703,39","802,50","563,77"
Murubira,10 a 14 anos,"132,68","117,82","145,76"
Murubira,15 a 19 anos,"226,94","238,92","197,00"
Murubira,15 a 17 anos,"124,65","126,64","120,00"
Murubira,18 ou 19 anos,"363,33","381,82","312,50"
Murubira,20 a 24 anos,"480,09","547,96","313,80"
Murubira,25 a 29 anos,"565,35","651,33","429,45"
Murubira,30 a 34 anos,"537,29","682,28","394,95"
Murubira,35 a 39 anos,"701,42","807,83","562,63"
Murubira,40 a 44 anos,"636,38","666,90","579,85"
Murubira,45 a 49 anos,"702,33","701,67","703,68"
Murubira,50 a 54 anos,"835,83","857,00","817,20"
Murubira,55 a 59 anos,"1453,55","1665,60","1100,13"
Murubira,60 a 69 anos,"1303,26","1706,76","836,72"
Murubira,70 anos ou mais,"1090,24","1223,48","920,00"
Bonfim,Total,"534,64","553,08","493,80"
Bonfim,10 a 14 anos,"165,00","200,00","130,00"
Bonfim,15 a 19 anos,"455,00","457,00","452,50"
Bonfim,15 a 17 anos,"350,00","332,00","368,00"
Bonfim,18 ou 19 anos,"586,25","582,00","593,33"
Bonfim,20 a 24 anos,"468,89","472,53","460,25"
Bonfim,25 a 29 anos,"518,78","539,33","480,25"
Bonfim,30 a 34 anos,"408,68","447,50","300,00"
Bonfim,35 a 39 anos,"647,95","593,00","765,71"
Bonfim,40 a 44 anos,"576,96","571,76","589,57"
Bonfim,45 a 49 anos,"744,00","838,67","541,14"
Bonfim,50 a 54 anos,"404,55","306,25","666,67"
Bonfim,55 a 59 anos,"581,00","571,67","595,00"
Bonfim,60 a 69 anos,"715,27","855,56","84,00"
Bonfim,70 anos ou mais,"500,00","500,00",-
Marahú,Total,"1545,19","1308,45","2049,57"
Marahú,10 a 14 anos,-,-,-
Marahú,15 a 19 anos,-,-,-
Marahú,15 a 17 anos,-,-,-
Marahú,18 ou 19 anos,-,-,-
Marahú,20 a 24 anos,"1087,00","1087,00",-
Marahú,25 a 29 anos,"2452,50","3600,00","2070,00"
Marahú,30 a 34 anos,"758,68","889,55","578,75"
Marahú,35 a 39 anos,"2522,00","2809,43","510,00"
Marahú,40 a 44 anos,"2279,44","742,50","5353,33"
Marahú,45 a 49 anos,"732,38","774,83","605,00"
Marahú,50 a 54 anos,"1530,89","1681,14","1005,00"
Marahú,55 a 59 anos,"975,00","1237,50","450,00"
Marahú,60 a 69 anos,-,-,-
Marahú,70 anos ou mais,-,-,-
Paraíso,Total,"740,55","862,98","593,00"
Paraíso,10 a 14 anos,"129,50","163,75","61,00"
Paraíso,15 a 19 anos,"425,00","575,00","275,00"
Paraíso,15 a 17 anos,-,-,-
Paraíso,18 ou 19 anos,"425,00","575,00","275,00"
Paraíso,20 a 24 anos,"509,50","587,50","431,50"
Paraíso,25 a 29 anos,"542,80","611,00","406,40"
Paraíso,30 a 34 anos,"603,13","719,23","452,20"
Paraíso,35 a 39 anos,"620,86","818,18","403,80"
Paraíso,40 a 44 anos,"989,72","1019,62","912,00"
Paraíso,45 a 49 anos,"886,43","1400,00","501,25"
Paraíso,50 a 54 anos,"800,00","675,00","900,00"
Paraíso,55 a 59 anos,"408,50","633,33","273,60"
Paraíso,60 a 69 anos,"1247,83","1327,27","1175,00"
Paraíso,70 anos ou mais,"820,00","1033,33","500,00"
Baía do Sol,Total,"661,48","700,96","609,49"
Baía do Sol,10 a 14 anos,"166,00","171,25","152,00"
Baía do Sol,15 a 19 anos,"223,90","231,84","211,33"
Baía do Sol,15 a 17 anos,"209,18","233,33","182,00"
Baía do Sol,18 ou 19 anos,"241,79","230,50","270,00"
Baía do Sol,20 a 24 anos,"444,00","498,64","358,14"
Baía do Sol,25 a 29 anos,"423,87","522,78","339,47"
Baía do Sol,30 a 34 anos,"560,68","684,65","373,77"
Baía do Sol,35 a 39 anos,"608,48","642,26","567,38"
Baía do Sol,40 a 44 anos,"649,66","826,68","412,38"
Baía do Sol,45 a 49 anos,"745,97","760,79","730,76"
Baía do Sol,50 a 54 anos,"1143,18","759,70","1827,96"
Baía do Sol,55 a 59 anos,"898,00","791,00","1049,28"
Baía do Sol,60 a 69 anos,"808,44","856,66","748,78"
Baía do Sol,70 anos ou mais,"781,63","872,55","633,88"
