Bairro,Grupo de idade,N,N Homens,N Mulheres,P,P Homens,P Mulheres,avg,avg Homens,avg Mulheres,mdn,mdn Homens,mdn Mulheres
Castanheira,50 a 54 anos,958.0,515.0,443.0,7.27,3.91,3.36,1502.81,1636.77,1347.07,1000.0,1000.0,800.0
Castanheira,55 a 59 anos,776.0,387.0,389.0,5.89,2.94,2.95,1644.21,1729.39,1559.46,985.0,1010.0,710.0
Castanheira,60 a 69 anos,1213.0,558.0,655.0,9.21,4.24,4.97,1726.08,2097.62,1409.57,800.0,1010.0,530.0
Castanheira,70 anos ou mais,982.0,398.0,584.0,7.45,3.02,4.43,1247.25,1577.43,1022.22,510.0,700.0,510.0
Guanabara,Total,668.0,384.0,284.0,100.0,57.49,42.51,743.17,836.9,616.44,510.0,575.0,510.0
Guanabara,10 a 14 anos,6.0,3.0,3.0,0.9,0.45,0.45,160.0,83.67,236.33,67.5,66.0,69.0
Guanabara,15 a 19 anos,20.0,13.0,7.0,2.99,1.95,1.05,349.45,381.54,289.86,275.0,250.0,300.0
Guanabara,15 a 17 anos,7.0,3.0,4.0,1.05,0.45,0.6,395.71,523.33,300.0,300.0,400.0,300.0
Guanabara,18 ou 19 anos,13.0,10.0,3.0,1.95,1.5,0.45,324.54,339.0,276.33,250.0,225.0,250.0
Guanabara,20 a 24 anos,59.0,38.0,21.0,8.83,5.69,3.14,547.05,600.11,451.05,510.0,510.0,510.0
Guanabara,25 a 29 anos,114.0,77.0,37.0,17.07,11.53,5.54,654.26,738.96,478.0,510.0,510.0,510.0
Guanabara,30 a 34 anos,99.0,59.0,40.0,14.82,8.83,5.99,794.47,939.86,580.03,510.0,603.0,510.0
Guanabara,35 a 39 anos,86.0,45.0,41.0,12.87,6.74,6.14,854.91,1033.96,658.39,600.0,750.0,510.0
Guanabara,40 a 44 anos,68.0,42.0,26.0,10.18,6.29,3.89,854.12,1001.52,616.0,535.0,750.0,510.0
Guanabara,45 a 49 anos,33.0,17.0,16.0,4.94,2.54,2.4,846.91,919.29,770.0,800.0,800.0,510.0
Guanabara,50 a 54 anos,43.0,24.0,19.0,6.44,3.59,2.84,823.81,896.63,731.84,510.0,555.0,510.0
Guanabara,55 a 59 anos,33.0,14.0,19.0,4.94,2.1,2.84,897.45,899.0,896.32,510.0,800.0,510.0
Guanabara,60 a 69 anos,54.0,32.0,22.0,8.08,4.79,3.29,770.59,848.31,657.55,510.0,510.0,510.0
Guanabara,70 anos ou mais,53.0,20.0,33.0,7.93,2.99,4.94,693.77,776.5,643.64,510.0,510.0,510.0
Águas Lindas,Total,7738.0,4388.0,3350.0,100.0,56.71,43.29,621.72,702.13,516.4,510.0,510.0,510.0
Águas Lindas,10 a 14 anos,116.0,61.0,55.0,1.5,0.79,0.71,156.37,180.0,130.16,90.0,112.0,65.0
Águas Lindas,15 a 19 anos,338.0,209.0,129.0,4.37,2.7,1.67,384.45,447.89,281.66,350.0,500.0,204.0
Águas Lindas,15 a 17 anos,144.0,79.0,65.0,1.86,1.02,0.84,265.38,322.18,196.35,200.0,200.0,150.0
Águas Lindas,18 ou 19 anos,194.0,130.0,64.0,2.51,1.68,0.83,472.83,524.29,368.3,500.0,510.0,350.0
Águas Lindas,20 a 24 anos,871.0,541.0,330.0,11.26,6.99,4.26,536.18,597.2,436.13,510.0,510.0,510.0
Águas Lindas,25 a 29 anos,1157.0,697.0,460.0,14.95,9.01,5.94,581.25,630.16,507.14,510.0,510.0,510.0
Águas Lindas,30 a 34 anos,1184.0,664.0,520.0,15.3,8.58,6.72,603.24,667.35,521.38,510.0,510.0,510.0
Águas Lindas,35 a 39 anos,1143.0,608.0,535.0,14.77,7.86,6.91,647.74,767.93,511.16,510.0,600.0,510.0
Águas Lindas,40 a 44 anos,868.0,485.0,383.0,11.22,6.27,4.95,722.39,839.77,573.75,510.0,600.0,510.0
Águas Lindas,45 a 49 anos,643.0,372.0,271.0,8.31,4.81,3.5,736.37,841.32,592.3,510.0,600.0,510.0
Águas Lindas,50 a 54 anos,471.0,261.0,210.0,6.09,3.37,2.71,651.11,726.61,557.28,510.0,510.0,510.0
Águas Lindas,55 a 59 anos,278.0,159.0,119.0,3.59,2.05,1.54,711.45,833.49,548.39,510.0,510.0,510.0
Águas Lindas,60 a 69 anos,385.0,199.0,186.0,4.98,2.57,2.4,703.62,813.42,586.15,510.0,510.0,510.0
Águas Lindas,70 anos ou mais,284.0,132.0,152.0,3.67,1.71,1.96,678.92,755.45,612.45,510.0,510.0,510.0
Aurá,Total,878.0,477.0,401.0,100.0,54.33,45.67,592.34,676.79,491.87,510.0,510.0,510.0
Aurá,10 a 14 anos,9.0,5.0,4.0,1.03,0.57,0.46,78.89,84.0,72.5,90.0,90.0,70.0
Aurá,15 a 19 anos,44.0,25.0,19.0,5.01,2.85,2.16,461.23,399.68,542.21,335.0,400.0,255.0
Aurá,15 a 17 anos,17.0,11.0,6.0,1.94,1.25,0.68,277.76,274.27,284.17,255.0,300.0,227.5
Aurá,18 ou 19 anos,27.0,14.0,13.0,3.08,1.59,1.48,576.74,498.21,661.31,400.0,450.0,255.0
Aurá,20 a 24 anos,109.0,69.0,40.0,12.41,7.86,4.56,481.28,529.49,398.1,510.0,510.0,400.0
Aurá,25 a 29 anos,109.0,64.0,45.0,12.41,7.29,5.13,547.73,654.94,395.27,510.0,510.0,500.0
Aurá,30 a 34 anos,136.0,68.0,68.0,15.49,7.74,7.74,482.0,547.84,416.16,510.0,510.0,500.0
Aurá,35 a 39 anos,112.0,53.0,59.0,12.76,6.04,6.72,777.81,957.55,616.36,510.0,510.0,510.0
Aurá,40 a 44 anos,100.0,57.0,43.0,11.39,6.49,4.9,590.94,667.86,488.98,510.0,510.0,510.0
Aurá,45 a 49 anos,84.0,45.0,39.0,9.57,5.13,4.44,663.67,752.78,560.85,510.0,600.0,510.0
Aurá,50 a 54 anos,56.0,27.0,29.0,6.38,3.08,3.3,689.55,812.96,574.66,510.0,510.0,510.0
Aurá,55 a 59 anos,34.0,21.0,13.0,3.87,2.39,1.48,716.03,856.52,489.08,510.0,510.0,510.0
Aurá,60 a 69 anos,54.0,27.0,27.0,6.15,3.08,3.08,689.37,834.26,544.48,510.0,520.0,510.0
Aurá,70 anos ou mais,31.0,16.0,15.0,3.53,1.82,1.71,619.68,722.5,510.0,510.0,510.0,510.0
Bengui,Total,13512.0,7483.0,6029.0,100.0,55.38,44.62,709.35,805.21,590.38,510.0,515.0,510.0
Bengui,10 a 14 anos,186.0,99.0,87.0,1.38,0.73,0.64,208.87,237.04,176.8,90.0,90.0,70.0
Bengui,15 a 19 anos,477.0,293.0,184.0,3.53,2.17,1.36,369.34,402.57,316.43,350.0,440.0,255.5
Bengui,15 a 17 anos,187.0,114.0,73.0,1.38,0.84,0.54,304.58,332.67,260.73,250.0,267.5,200.0
Bengui,18 ou 19 anos,290.0,179.0,111.0,2.15,1.32,0.82,411.1,447.09,353.06,510.0,510.0,300.0
Bengui,20 a 24 anos,1376.0,813.0,563.0,10.18,6.02,4.17,550.56,591.45,491.5,510.0,510.0,510.0
Bengui,25 a 29 anos,1971.0,1136.0,835.0,14.59,8.41,6.18,650.29,719.4,556.26,510.0,510.0,510.0
Bengui,30 a 34 anos,2019.0,1130.0,889.0,14.94,8.36,6.58,683.53,778.58,562.7,510.0,600.0,510.0
Bengui,35 a 39 anos,1677.0,951.0,726.0,12.41,7.04,5.37,788.88,917.04,620.99,510.0,600.0,510.0
Bengui,40 a 44 anos,1224.0,677.0,547.0,9.06,5.01,4.05,758.33,859.53,633.07,510.0,615.0,510.0
Bengui,45 a 49 anos,1015.0,579.0,436.0,7.51,4.29,3.23,857.82,987.55,685.55,580.0,700.0,510.0
Bengui,50 a 54 anos,946.0,505.0,441.0,7.0,3.74,3.26,831.87,971.87,671.56,510.0,720.0,510.0
Bengui,55 a 59 anos,812.0,443.0,369.0,6.01,3.28,2.73,891.7,1037.11,717.13,510.0,700.0,510.0
Bengui,60 a 69 anos,1102.0,571.0,531.0,8.16,4.23,3.93,770.08,893.55,637.31,510.0,510.0,510.0
Bengui,70 anos ou mais,707.0,286.0,421.0,5.23,2.12,3.12,663.28,768.65,591.71,510.0,510.0,510.0
Cabanagem,Total,12091.0,6857.0,5234.0,100.0,56.71,43.29,670.91,748.57,569.17,510.0,510.0,510.0
Cabanagem,10 a 14 anos,90.0,51.0,39.0,0.74,0.42,0.32,207.12,191.98,226.92,116.0,112.0,200.0
Cabanagem,15 a 19 anos,533.0,320.0,213.0,4.41,2.65,1.76,407.14,440.31,357.31,500.0,510.0,300.0
Cabanagem,15 a 17 anos,199.0,121.0,78.0,1.65,1.0,0.65,327.53,338.49,310.54,260.0,300.0,200.0
Cabanagem,18 ou 19 anos,334.0,199.0,135.0,2.76,1.65,1.12,454.57,502.23,384.33,510.0,510.0,400.0
Cabanagem,20 a 24 anos,1509.0,973.0,536.0,12.48,8.05,4.43,529.22,569.77,455.61,510.0,510.0,510.0
Cabanagem,25 a 29 anos,1751.0,1062.0,689.0,14.48,8.78,5.7,635.16,688.88,552.37,510.0,510.0,510.0
Cabanagem,30 a 34 anos,1597.0,905.0,692.0,13.21,7.48,5.72,664.84,709.78,606.08,510.0,510.0,510.0
Cabanagem,35 a 39 anos,1460.0,766.0,694.0,12.08,6.34,5.74,723.68,844.99,589.78,510.0,600.0,510.0
Cabanagem,40 a 44 anos,1389.0,748.0,641.0,11.49,6.19,5.3,735.89,829.12,627.09,510.0,600.0,510.0
Cabanagem,45 a 49 anos,1150.0,665.0,485.0,9.51,5.5,4.01,739.83,850.18,588.52,510.0,600.0,510.0
Cabanagem,50 a 54 anos,887.0,491.0,396.0,7.34,4.06,3.28,731.44,869.65,560.07,510.0,600.0,510.0
Cabanagem,55 a 59 anos,587.0,343.0,244.0,4.85,2.84,2.02,923.89,1138.9,621.64,510.0,600.0,510.0
Cabanagem,60 a 69 anos,681.0,342.0,339.0,5.63,2.83,2.8,721.61,796.34,646.22,510.0,510.0,510.0
Cabanagem,70 anos ou mais,457.0,191.0,266.0,3.78,1.58,2.2,638.47,686.61,603.9,510.0,510.0,510.0
Coqueiro,Total,25857.0,13537.0,12320.0,100.0,52.35,47.65,1207.41,1359.27,1040.54,750.0,800.0,600.0
Coqueiro,10 a 14 anos,198.0,96.0,102.0,0.77,0.37,0.39,312.53,304.24,320.33,200.0,200.0,150.0
Coqueiro,15 a 19 anos,675.0,376.0,299.0,2.61,1.45,1.16,481.92,509.27,447.52,510.0,510.0,410.0
Coqueiro,15 a 17 anos,248.0,134.0,114.0,0.96,0.52,0.44,387.63,431.49,336.08,317.5,400.0,252.5
Coqueiro,18 ou 19 anos,427.0,242.0,185.0,1.65,0.94,0.72,536.68,552.35,516.19,510.0,510.0,510.0
Coqueiro,20 a 24 anos,2451.0,1347.0,1104.0,9.48,5.21,4.27,707.72,745.51,661.61,510.0,510.0,510.0
Coqueiro,25 a 29 anos,3440.0,1867.0,1573.0,13.3,7.22,6.08,930.91,1027.36,816.43,600.0,725.0,520.0
Coqueiro,30 a 34 anos,3570.0,1928.0,1642.0,13.81,7.46,6.35,1106.24,1227.82,963.49,720.0,800.0,600.0
Coqueiro,35 a 39 anos,3297.0,1767.0,1530.0,12.75,6.83,5.92,1169.07,1338.52,973.37,800.0,1000.0,600.0
Coqueiro,40 a 44 anos,2851.0,1490.0,1361.0,11.03,5.76,5.26,1305.54,1486.8,1107.11,900.0,1000.0,704.0
Coqueiro,45 a 49 anos,2455.0,1319.0,1136.0,9.49,5.1,4.39,1507.51,1715.25,1266.29,1000.0,1100.0,800.0
Coqueiro,50 a 54 anos,1990.0,1003.0,987.0,7.7,3.88,3.82,1495.65,1737.02,1250.37,1000.0,1100.0,800.0
Coqueiro,55 a 59 anos,1535.0,805.0,730.0,5.94,3.11,2.82,1737.78,2000.55,1448.01,1020.0,1200.0,893.0
Coqueiro,60 a 69 anos,2035.0,1001.0,1034.0,7.87,3.87,4.0,1604.37,1878.35,1339.14,1000.0,1200.0,700.0
Coqueiro,70 anos ou mais,1360.0,538.0,822.0,5.26,2.08,3.18,1294.36,1513.86,1150.7,510.0,625.0,510.0
Parque Verde,Total,18723.0,10048.0,8675.0,100.0,53.67,46.33,1397.49,1608.71,1152.83,600.0,700.0,510.0
Parque Verde,10 a 14 anos,187.0,86.0,101.0,1.0,0.46,0.54,226.44,249.06,207.19,100.0,116.0,90.0
Parque Verde,15 a 19 anos,580.0,320.0,260.0,3.1,1.71,1.39,474.99,465.02,487.25,500.0,510.0,400.0
Parque Verde,15 a 17 anos,232.0,114.0,118.0,1.24,0.61,0.63,344.33,382.37,307.58,255.0,300.0,250.0
Parque Verde,18 ou 19 anos,348.0,206.0,142.0,1.86,1.1,0.76,562.09,510.76,636.56,510.0,510.0,510.0
Parque Verde,20 a 24 anos,1896.0,1104.0,792.0,10.13,5.9,4.23,686.15,710.36,652.41,510.0,510.0,510.0
Parque Verde,25 a 29 anos,2603.0,1437.0,1166.0,13.9,7.68,6.23,928.63,966.09,882.46,510.0,600.0,510.0
Parque Verde,30 a 34 anos,2629.0,1435.0,1194.0,14.04,7.66,6.38,1143.3,1266.66,995.05,600.0,700.0,510.0
Parque Verde,35 a 39 anos,2534.0,1360.0,1174.0,13.53,7.26,6.27,1573.12,1765.52,1350.23,700.0,800.0,560.0
Parque Verde,40 a 44 anos,2202.0,1220.0,982.0,11.76,6.52,5.24,1705.26,1886.34,1480.29,750.0,800.0,600.0
Parque Verde,45 a 49 anos,1815.0,975.0,840.0,9.69,5.21,4.49,2071.61,2600.11,1458.17,800.0,1000.0,600.0
Parque Verde,50 a 54 anos,1404.0,748.0,656.0,7.5,4.0,3.5,1910.17,2381.39,1372.86,800.0,1000.0,600.0
Parque Verde,55 a 59 anos,952.0,512.0,440.0,5.08,2.73,2.35,1954.54,2445.84,1382.85,900.0,1020.0,600.0
Parque Verde,60 a 69 anos,1193.0,573.0,620.0,6.37,3.06,3.31,1696.42,2076.55,1345.1,700.0,900.0,510.0
Parque Verde,70 anos ou mais,728.0,278.0,450.0,3.89,1.48,2.4,1450.25,1953.24,1139.52,510.0,650.0,510.0
Pratinha,Total,9689.0,5553.0,4136.0,100.0,57.31,42.69,960.04,1081.26,797.28,510.0,520.0,510.0
Pratinha,10 a 14 anos,158.0,85.0,73.0,1.63,0.88,0.75,204.44,239.68,163.4,106.0,120.0,90.0
Pratinha,15 a 19 anos,401.0,250.0,151.0,4.14,2.58,1.56,371.2,401.92,320.34,400.0,480.0,255.0
Pratinha,15 a 17 anos,167.0,100.0,67.0,1.72,1.03,0.69,301.78,298.51,306.67,240.0,235.0,250.0
Pratinha,18 ou 19 anos,234.0,150.0,84.0,2.42,1.55,0.87,420.74,470.85,331.24,510.0,510.0,256.0
Pratinha,20 a 24 anos,1085.0,665.0,420.0,11.2,6.86,4.33,584.4,620.12,527.84,510.0,510.0,510.0
Pratinha,25 a 29 anos,1319.0,757.0,562.0,13.61,7.81,5.8,698.12,766.85,605.54,510.0,510.0,510.0
Pratinha,30 a 34 anos,1393.0,805.0,588.0,14.38,8.31,6.07,839.11,894.15,763.75,510.0,520.0,510.0
Pratinha,35 a 39 anos,1353.0,759.0,594.0,13.96,7.83,6.13,1131.55,1294.18,923.74,520.0,700.0,510.0
Pratinha,40 a 44 anos,1141.0,657.0,484.0,11.78,6.78,5.0,1229.53,1399.4,998.93,570.0,700.0,510.0
Pratinha,45 a 49 anos,867.0,490.0,377.0,8.95,5.06,3.89,1313.68,1521.56,1043.5,520.0,700.0,510.0
Pratinha,50 a 54 anos,579.0,348.0,231.0,5.98,3.59,2.38,1436.62,1672.97,1080.55,600.0,700.0,510.0
Pratinha,55 a 59 anos,437.0,254.0,183.0,4.51,2.62,1.89,1417.39,1703.14,1020.78,520.0,675.0,510.0
Pratinha,60 a 69 anos,561.0,292.0,269.0,5.79,3.01,2.78,959.01,1091.15,815.58,510.0,585.0,510.0
Pratinha,70 anos ou mais,395.0,191.0,204.0,4.08,1.97,2.11,847.71,995.11,709.71,510.0,510.0,510.0
São Clemente,Total,3138.0,1944.0,1194.0,100.0,61.95,38.05,602.09,661.21,505.84,510.0,510.0,510.0
São Clemente,10 a 14 anos,30.0,13.0,17.0,0.96,0.41,0.54,214.7,231.23,202.06,101.0,110.0,100.0
São Clemente,15 a 19 anos,106.0,75.0,31.0,3.38,2.39,0.99,438.81,477.0,346.42,510.0,510.0,300.0
São Clemente,15 a 17 anos,38.0,29.0,9.0,1.21,0.92,0.29,407.87,449.83,272.67,420.0,510.0,234.0
São Clemente,18 ou 19 anos,68.0,46.0,22.0,2.17,1.47,0.7,456.1,494.13,376.59,510.0,510.0,400.0
São Clemente,20 a 24 anos,405.0,275.0,130.0,12.91,8.76,4.14,533.95,572.23,452.98,510.0,510.0,510.0
São Clemente,25 a 29 anos,478.0,301.0,177.0,15.23,9.59,5.64,551.1,609.33,452.1,510.0,510.0,510.0
São Clemente,30 a 34 anos,488.0,291.0,197.0,15.55,9.27,6.28,638.36,713.75,527.01,510.0,600.0,510.0
São Clemente,35 a 39 anos,508.0,294.0,214.0,16.19,9.37,6.82,644.12,700.14,567.17,510.0,600.0,510.0
São Clemente,40 a 44 anos,471.0,306.0,165.0,15.01,9.75,5.26,690.17,763.56,554.07,520.0,600.0,510.0
São Clemente,45 a 49 anos,222.0,145.0,77.0,7.07,4.62,2.45,609.64,670.21,495.56,510.0,600.0,510.0
São Clemente,50 a 54 anos,138.0,88.0,50.0,4.4,2.8,1.59,711.09,754.67,634.4,510.0,600.0,510.0
São Clemente,55 a 59 anos,98.0,58.0,40.0,3.12,1.85,1.27,546.88,642.83,407.75,510.0,510.0,500.0
São Clemente,60 a 69 anos,109.0,54.0,55.0,3.47,1.72,1.75,544.36,607.13,482.73,510.0,510.0,510.0
São Clemente,70 anos ou mais,85.0,44.0,41.0,2.71,1.4,1.31,547.47,568.18,525.24,510.0,510.0,510.0
Tapanã,Total,29915.0,16784.0,13131.0,100.0,56.11,43.89,893.79,1007.84,748.02,510.0,600.0,510.0
Tapanã,10 a 14 anos,413.0,209.0,204.0,1.38,0.7,0.68,206.56,222.3,190.45,100.0,100.0,100.0
Tapanã,15 a 19 anos,1190.0,709.0,481.0,3.98,2.37,1.61,401.69,445.83,336.62,400.0,510.0,256.0
Tapanã,15 a 17 anos,489.0,277.0,212.0,1.63,0.93,0.71,296.55,327.53,256.08,250.0,300.0,200.0
Tapanã,18 ou 19 anos,701.0,432.0,269.0,2.34,1.44,0.9,475.03,521.69,400.1,510.0,510.0,300.0
Tapanã,20 a 24 anos,3185.0,1963.0,1222.0,10.65,6.56,4.08,594.16,640.39,519.9,510.0,510.0,510.0
Tapanã,25 a 29 anos,4092.0,2419.0,1673.0,13.68,8.09,5.59,726.2,788.45,636.2,510.0,550.0,510.0
Tapanã,30 a 34 anos,4327.0,2390.0,1937.0,14.46,7.99,6.48,828.25,930.42,702.19,510.0,600.0,510.0
Tapanã,35 a 39 anos,3935.0,2211.0,1724.0,13.15,7.39,5.76,972.12,1129.39,770.43,600.0,700.0,510.0
Tapanã,40 a 44 anos,3335.0,1873.0,1462.0,11.15,6.26,4.89,968.39,1115.55,779.87,600.0,720.0,510.0
Tapanã,45 a 49 anos,2669.0,1542.0,1127.0,8.92,5.15,3.77,1139.83,1331.24,877.94,600.0,800.0,510.0
Tapanã,50 a 54 anos,2150.0,1191.0,959.0,7.19,3.98,3.21,1204.06,1382.0,983.06,600.0,800.0,510.0
Tapanã,55 a 59 anos,1491.0,833.0,658.0,4.98,2.78,2.2,1271.64,1458.03,1035.68,670.0,800.0,510.0
Tapanã,60 a 69 anos,1877.0,943.0,934.0,6.27,3.15,3.12,1110.72,1218.04,1002.37,510.0,600.0,510.0
Tapanã,70 anos ou mais,1251.0,501.0,750.0,4.18,1.67,2.51,847.31,1031.25,724.43,510.0,510.0,510.0
Una,Total,2936.0,1691.0,1245.0,100.0,57.6,42.4,738.39,797.53,658.06,510.0,510.0,510.0
Una,10 a 14 anos,25.0,14.0,11.0,0.85,0.48,0.37,250.84,255.71,244.64,150.0,106.0,200.0
Una,15 a 19 anos,85.0,45.0,40.0,2.9,1.53,1.36,427.47,403.89,454.0,500.0,510.0,500.0
Una,15 a 17 anos,30.0,19.0,11.0,1.02,0.65,0.37,364.0,371.58,350.91,350.0,400.0,300.0
Una,18 ou 19 anos,55.0,26.0,29.0,1.87,0.89,0.99,462.09,427.5,493.1,510.0,510.0,510.0
Una,20 a 24 anos,314.0,208.0,106.0,10.69,7.08,3.61,583.3,613.16,524.71,510.0,510.0,510.0
Una,25 a 29 anos,470.0,279.0,191.0,16.01,9.5,6.51,673.92,700.63,634.91,510.0,510.0,510.0
Una,30 a 34 anos,473.0,273.0,200.0,16.11,9.3,6.81,712.36,758.22,649.77,510.0,530.0,510.0
Una,35 a 39 anos,398.0,231.0,167.0,13.56,7.87,5.69,747.19,832.58,629.06,510.0,600.0,510.0
Una,40 a 44 anos,337.0,202.0,135.0,11.48,6.88,4.6,840.57,905.38,743.61,520.0,600.0,510.0
Una,45 a 49 anos,213.0,121.0,92.0,7.25,4.12,3.13,765.14,861.6,638.27,510.0,600.0,510.0
Una,50 a 54 anos,205.0,111.0,94.0,6.98,3.78,3.2,968.07,1141.81,762.91,550.0,750.0,510.0
Una,55 a 59 anos,123.0,70.0,53.0,4.19,2.38,1.81,949.59,991.09,894.79,600.0,765.0,510.0
Una,60 a 69 anos,165.0,82.0,83.0,5.62,2.79,2.83,840.56,929.0,753.19,510.0,600.0,510.0
Una,70 anos ou mais,128.0,55.0,73.0,4.36,1.87,2.49,710.02,820.0,627.15,510.0,510.0,510.0
Águas Negras,Total,3318.0,1848.0,1470.0,100.0,55.7,44.3,823.74,934.37,684.67,510.0,600.0,510.0
Águas Negras,10 a 14 anos,48.0,17.0,31.0,1.45,0.51,0.93,140.29,144.59,137.94,90.0,110.0,90.0
Águas Negras,15 a 19 anos,123.0,71.0,52.0,3.71,2.14,1.57,318.7,372.56,245.15,250.0,400.0,190.0
Águas Negras,15 a 17 anos,50.0,23.0,27.0,1.51,0.69,0.81,221.36,260.0,188.44,147.0,170.0,120.0
Águas Negras,18 ou 19 anos,73.0,48.0,25.0,2.2,1.45,0.75,385.37,426.5,306.4,400.0,425.0,270.0
Águas Negras,20 a 24 anos,351.0,224.0,127.0,10.58,6.75,3.83,549.07,581.04,492.69,510.0,510.0,510.0
Águas Negras,25 a 29 anos,498.0,291.0,207.0,15.01,8.77,6.24,679.31,761.48,563.8,510.0,510.0,510.0
Águas Negras,30 a 34 anos,493.0,295.0,198.0,14.86,8.89,5.97,768.89,825.13,685.09,510.0,650.0,510.0
Águas Negras,35 a 39 anos,385.0,201.0,184.0,11.6,6.06,5.55,893.88,1040.57,733.63,600.0,700.0,510.0
Águas Negras,40 a 44 anos,363.0,192.0,171.0,10.94,5.79,5.15,1015.27,1226.97,777.57,600.0,750.0,510.0
Águas Negras,45 a 49 anos,278.0,171.0,107.0,8.38,5.15,3.22,989.34,1152.96,727.85,640.0,800.0,510.0
Águas Negras,50 a 54 anos,228.0,134.0,94.0,6.87,4.04,2.83,976.35,1121.08,770.02,600.0,800.0,510.0
Águas Negras,55 a 59 anos,161.0,78.0,83.0,4.85,2.35,2.5,1196.89,1516.88,896.18,510.0,700.0,510.0
Águas Negras,60 a 69 anos,234.0,110.0,124.0,7.05,3.32,3.74,1035.32,1240.99,852.86,510.0,600.0,510.0
Águas Negras,70 anos ou mais,156.0,64.0,92.0,4.7,1.93,2.77,845.3,870.36,827.87,510.0,510.0,510.0
Agulha,Total,9298.0,5222.0,4076.0,100.0,56.16,43.84,827.38,954.92,663.98,510.0,600.0,510.0
Agulha,10 a 14 anos,116.0,57.0,59.0,1.25,0.61,0.63,212.09,255.95,169.71,107.0,120.0,102.0
Agulha,15 a 19 anos,361.0,207.0,154.0,3.88,2.23,1.66,373.69,385.71,357.55,300.0,400.0,300.0
Agulha,15 a 17 anos,139.0,80.0,59.0,1.49,0.86,0.63,301.09,327.61,265.12,250.0,250.0,160.0
Agulha,18 ou 19 anos,222.0,127.0,95.0,2.39,1.37,1.02,419.15,422.3,414.95,490.0,510.0,320.0
Agulha,20 a 24 anos,978.0,609.0,369.0,10.52,6.55,3.97,589.48,643.77,499.87,510.0,510.0,510.0
Agulha,25 a 29 anos,1230.0,742.0,488.0,13.23,7.98,5.25,708.48,802.34,565.75,510.0,600.0,510.0
Agulha,30 a 34 anos,1240.0,711.0,529.0,13.34,7.65,5.69,774.59,895.55,612.02,510.0,650.0,510.0
Agulha,35 a 39 anos,1108.0,620.0,488.0,11.92,6.67,5.25,906.12,1038.66,737.73,600.0,700.0,510.0
Agulha,40 a 44 anos,996.0,572.0,424.0,10.71,6.15,4.56,902.75,1043.57,712.79,600.0,710.0,510.0
Agulha,45 a 49 anos,822.0,453.0,369.0,8.84,4.87,3.97,1009.15,1181.56,797.5,650.0,900.0,510.0
Agulha,50 a 54 anos,726.0,395.0,331.0,7.81,4.25,3.56,1048.22,1267.38,786.69,600.0,800.0,510.0
Agulha,55 a 59 anos,562.0,307.0,255.0,6.04,3.3,2.74,1079.88,1252.63,871.91,600.0,800.0,510.0
Agulha,60 a 69 anos,666.0,337.0,329.0,7.16,3.62,3.54,922.11,1146.68,692.09,510.0,630.0,510.0
Agulha,70 anos ou mais,493.0,212.0,281.0,5.3,2.28,3.02,832.38,1039.03,676.48,510.0,510.0,510.0
Campina de Icoaraci,Total,12937.0,7064.0,5873.0,100.0,54.6,45.4,876.28,1009.84,715.64,510.0,652.5,510.0
Campina de Icoaraci,10 a 14 anos,179.0,101.0,78.0,1.38,0.78,0.6,191.31,222.67,150.69,100.0,100.0,100.0
Campina de Icoaraci,15 a 19 anos,415.0,247.0,168.0,3.21,1.91,1.3,378.56,449.27,274.61,300.0,510.0,235.0
Campina de Icoaraci,15 a 17 anos,160.0,91.0,69.0,1.24,0.7,0.53,261.38,303.53,205.78,212.0,240.0,200.0
Campina de Icoaraci,18 ou 19 anos,255.0,156.0,99.0,1.97,1.21,0.77,452.09,534.28,322.58,510.0,510.0,300.0
Campina de Icoaraci,20 a 24 anos,1218.0,733.0,485.0,9.41,5.67,3.75,630.45,688.3,543.01,510.0,510.0,510.0
Campina de Icoaraci,25 a 29 anos,1698.0,980.0,718.0,13.13,7.58,5.55,733.09,829.45,601.56,510.0,600.0,510.0
Campina de Icoaraci,30 a 34 anos,1663.0,931.0,732.0,12.85,7.2,5.66,808.94,926.43,659.51,570.0,650.0,510.0
Campina de Icoaraci,35 a 39 anos,1529.0,858.0,671.0,11.82,6.63,5.19,885.25,1023.71,708.21,600.0,730.0,510.0
Campina de Icoaraci,40 a 44 anos,1302.0,700.0,602.0,10.06,5.41,4.65,931.35,1106.59,727.59,600.0,800.0,510.0
Campina de Icoaraci,45 a 49 anos,1073.0,587.0,486.0,8.29,4.54,3.76,995.59,1205.3,742.3,670.0,800.0,510.0
Campina de Icoaraci,50 a 54 anos,994.0,575.0,419.0,7.68,4.44,3.24,1104.85,1263.74,886.81,700.0,800.0,510.0
Campina de Icoaraci,55 a 59 anos,827.0,446.0,381.0,6.39,3.45,2.95,1180.79,1344.11,989.6,740.0,1000.0,510.0
Campina de Icoaraci,60 a 69 anos,1151.0,565.0,586.0,8.9,4.37,4.53,1112.5,1381.61,853.03,515.0,850.0,510.0
Campina de Icoaraci,70 anos ou mais,888.0,341.0,547.0,6.86,2.64,4.23,898.11,1035.08,812.73,510.0,510.0,510.0
Cruzeiro,Total,5967.0,3227.0,2740.0,100.0,54.08,45.92,1017.66,1152.66,858.66,510.0,660.0,510.0
Cruzeiro,10 a 14 anos,68.0,35.0,33.0,1.14,0.59,0.55,285.41,302.69,267.09,120.0,200.0,100.0
