Bairro,Grupo de idade,N,N Homens,N Mulheres,P,P Homens,P Mulheres,avg,avg Homens,avg Mulheres,mdn,mdn Homens,mdn Mulheres
Farol,40 a 44 anos,51.0,31.0,20.0,12.2,7.42,4.78,728.08,773.29,658.0,600.0,600.0,510.0
Farol,45 a 49 anos,36.0,22.0,14.0,8.61,5.26,3.35,1429.83,1598.45,1164.86,600.0,900.0,510.0
Farol,50 a 54 anos,18.0,8.0,10.0,4.31,1.91,2.39,869.44,870.0,869.0,510.0,505.0,570.0
Farol,55 a 59 anos,22.0,13.0,9.0,5.26,3.11,2.15,733.32,748.54,711.33,510.0,510.0,510.0
Farol,60 a 69 anos,48.0,21.0,27.0,11.48,5.02,6.46,1405.17,1738.1,1146.22,555.0,1000.0,510.0
Farol,70 anos ou mais,44.0,28.0,16.0,10.53,6.7,3.83,1210.8,1400.71,878.44,510.0,510.0,510.0
Mangueiras,Total,1270.0,685.0,585.0,100.0,53.94,46.06,768.62,926.36,583.91,510.0,510.0,510.0
Mangueiras,10 a 14 anos,25.0,14.0,11.0,1.97,1.1,0.87,196.8,174.0,225.82,112.0,106.0,112.0
Mangueiras,15 a 19 anos,65.0,40.0,25.0,5.12,3.15,1.97,332.37,388.5,242.56,300.0,400.0,180.0
Mangueiras,15 a 17 anos,33.0,20.0,13.0,2.6,1.57,1.02,299.7,331.5,250.77,300.0,300.0,150.0
Mangueiras,18 ou 19 anos,32.0,20.0,12.0,2.52,1.57,0.94,366.06,445.5,233.67,425.0,510.0,200.0
Mangueiras,20 a 24 anos,113.0,63.0,50.0,8.9,4.96,3.94,419.51,503.19,314.08,327.0,500.0,235.0
Mangueiras,25 a 29 anos,149.0,83.0,66.0,11.73,6.54,5.2,622.58,767.95,439.76,500.0,510.0,300.0
Mangueiras,30 a 34 anos,157.0,88.0,69.0,12.36,6.93,5.43,606.07,693.7,494.3,510.0,510.0,510.0
Mangueiras,35 a 39 anos,177.0,85.0,92.0,13.94,6.69,7.24,748.85,826.8,676.84,510.0,700.0,510.0
Mangueiras,40 a 44 anos,127.0,69.0,58.0,10.0,5.43,4.57,727.42,816.74,621.16,510.0,700.0,510.0
Mangueiras,45 a 49 anos,103.0,54.0,49.0,8.11,4.25,3.86,1043.0,1417.5,630.29,520.0,800.0,510.0
Mangueiras,50 a 54 anos,73.0,42.0,31.0,5.75,3.31,2.44,1074.23,1396.76,637.26,510.0,600.0,510.0
Mangueiras,55 a 59 anos,68.0,39.0,29.0,5.35,3.07,2.28,1501.07,1895.36,970.83,666.0,750.0,580.0
Mangueiras,60 a 69 anos,116.0,67.0,49.0,9.13,5.28,3.86,923.34,967.61,862.82,510.0,510.0,510.0
Mangueiras,70 anos ou mais,97.0,41.0,56.0,7.64,3.23,4.41,972.6,1451.32,622.11,510.0,510.0,510.0
Maracajá,Total,1560.0,816.0,744.0,100.0,52.31,47.69,779.51,857.51,693.96,510.0,510.5,510.0
Maracajá,10 a 14 anos,10.0,3.0,7.0,0.64,0.19,0.45,238.5,305.33,209.86,225.0,350.0,150.0
Maracajá,15 a 19 anos,45.0,24.0,21.0,2.88,1.54,1.35,322.22,332.88,310.05,300.0,275.0,300.0
Maracajá,15 a 17 anos,21.0,13.0,8.0,1.35,0.83,0.51,331.48,304.54,375.25,300.0,200.0,350.0
Maracajá,18 ou 19 anos,24.0,11.0,13.0,1.54,0.71,0.83,314.13,366.36,269.92,300.0,400.0,300.0
Maracajá,20 a 24 anos,131.0,74.0,57.0,8.4,4.74,3.65,471.36,540.76,381.26,510.0,510.0,300.0
Maracajá,25 a 29 anos,196.0,114.0,82.0,12.56,7.31,5.26,639.72,745.68,492.4,510.0,510.0,447.5
Maracajá,30 a 34 anos,176.0,98.0,78.0,11.28,6.28,5.0,849.23,775.2,942.24,510.0,600.0,510.0
Maracajá,35 a 39 anos,195.0,95.0,100.0,12.5,6.09,6.41,823.27,919.73,731.63,510.0,650.0,510.0
Maracajá,40 a 44 anos,188.0,107.0,81.0,12.05,6.86,5.19,1000.29,1158.85,790.84,510.0,700.0,510.0
Maracajá,45 a 49 anos,168.0,90.0,78.0,10.77,5.77,5.0,884.79,977.71,777.58,600.0,800.0,510.0
Maracajá,50 a 54 anos,96.0,51.0,45.0,6.15,3.27,2.88,859.01,916.88,793.42,510.0,600.0,510.0
Maracajá,55 a 59 anos,88.0,40.0,48.0,5.64,2.56,3.08,826.52,916.25,751.75,555.0,610.0,510.0
Maracajá,60 a 69 anos,143.0,65.0,78.0,9.17,4.17,5.0,880.37,1003.8,777.51,510.0,510.0,510.0
Maracajá,70 anos ou mais,124.0,55.0,69.0,7.95,3.53,4.42,679.23,760.16,614.71,510.0,510.0,510.0
Natal do Murubira,Total,429.0,219.0,210.0,100.0,51.05,48.95,698.11,786.64,605.78,510.0,510.0,510.0
Natal do Murubira,10 a 14 anos,13.0,6.0,7.0,3.03,1.4,1.63,112.69,142.5,87.14,90.0,72.5,100.0
Natal do Murubira,15 a 19 anos,15.0,8.0,7.0,3.5,1.86,1.63,346.67,248.75,458.57,300.0,245.0,510.0
Natal do Murubira,15 a 17 anos,5.0,1.0,4.0,1.17,0.23,0.93,312.0,50.0,377.5,300.0,50.0,405.0
Natal do Murubira,18 ou 19 anos,10.0,7.0,3.0,2.33,1.63,0.7,364.0,277.14,566.67,275.0,250.0,650.0
Natal do Murubira,20 a 24 anos,44.0,24.0,20.0,10.26,5.59,4.66,497.45,584.58,392.9,510.0,510.0,270.0
Natal do Murubira,25 a 29 anos,51.0,29.0,22.0,11.89,6.76,5.13,417.57,420.69,413.45,400.0,400.0,340.0
Natal do Murubira,30 a 34 anos,37.0,18.0,19.0,8.62,4.2,4.43,666.19,611.67,717.84,510.0,510.0,510.0
Natal do Murubira,35 a 39 anos,58.0,30.0,28.0,13.52,6.99,6.53,639.33,832.33,432.54,510.0,600.0,510.0
Natal do Murubira,40 a 44 anos,46.0,26.0,20.0,10.72,6.06,4.66,815.43,928.85,668.0,555.0,750.0,505.0
Natal do Murubira,45 a 49 anos,31.0,17.0,14.0,7.23,3.96,3.26,680.45,877.65,441.0,510.0,510.0,405.0
Natal do Murubira,50 a 54 anos,23.0,10.0,13.0,5.36,2.33,3.03,875.65,856.0,890.77,600.0,505.0,700.0
Natal do Murubira,55 a 59 anos,22.0,11.0,11.0,5.13,2.56,2.56,779.09,803.64,754.55,510.0,510.0,510.0
Natal do Murubira,60 a 69 anos,49.0,24.0,25.0,11.42,5.59,5.83,1112.04,1267.08,963.2,510.0,555.0,510.0
Natal do Murubira,70 anos ou mais,40.0,16.0,24.0,9.32,3.73,5.59,938.38,1271.25,716.46,510.0,555.0,510.0
Porto Arthur,Total,127.0,80.0,47.0,100.0,62.99,37.01,803.52,803.09,804.26,510.0,510.0,510.0
Porto Arthur,10 a 14 anos,1.0,1.0,,0.79,0.79,,60.0,60.0,,60.0,60.0,
Porto Arthur,15 a 19 anos,3.0,3.0,,2.36,2.36,,456.67,456.67,,510.0,510.0,
Porto Arthur,15 a 17 anos,1.0,1.0,,0.79,0.79,,350.0,350.0,,350.0,350.0,
Porto Arthur,18 ou 19 anos,2.0,2.0,,1.57,1.57,,510.0,510.0,,510.0,510.0,
Porto Arthur,20 a 24 anos,6.0,4.0,2.0,4.72,3.15,1.57,416.67,525.0,200.0,495.0,510.0,200.0
Porto Arthur,25 a 29 anos,19.0,11.0,8.0,14.96,8.66,6.3,546.32,602.73,468.75,510.0,510.0,510.0
Porto Arthur,30 a 34 anos,15.0,11.0,4.0,11.81,8.66,3.15,616.0,620.0,605.0,510.0,510.0,510.0
Porto Arthur,35 a 39 anos,9.0,5.0,4.0,7.09,3.94,3.15,529.44,577.0,470.0,510.0,510.0,510.0
Porto Arthur,40 a 44 anos,17.0,12.0,5.0,13.39,9.45,3.94,606.18,632.08,544.0,510.0,510.0,510.0
Porto Arthur,45 a 49 anos,10.0,5.0,5.0,7.87,3.94,3.94,884.0,662.0,1106.0,555.0,600.0,510.0
Porto Arthur,50 a 54 anos,11.0,7.0,4.0,8.66,5.51,3.15,785.18,873.86,630.0,510.0,510.0,350.0
Porto Arthur,55 a 59 anos,10.0,7.0,3.0,7.87,5.51,2.36,1218.0,994.29,1740.0,1015.0,1020.0,1010.0
Porto Arthur,60 a 69 anos,17.0,9.0,8.0,13.39,7.09,6.3,1293.53,1210.0,1387.5,510.0,1020.0,510.0
Porto Arthur,70 anos ou mais,9.0,5.0,4.0,7.09,3.94,3.15,1308.89,1904.0,565.0,510.0,1000.0,510.0
São Francisco,Total,838.0,466.0,372.0,100.0,55.61,44.39,865.14,953.69,754.2,510.0,510.0,510.0
São Francisco,10 a 14 anos,6.0,4.0,2.0,0.72,0.48,0.24,136.0,148.0,112.0,101.0,101.0,112.0
São Francisco,15 a 19 anos,37.0,19.0,18.0,4.42,2.27,2.15,528.57,776.58,266.78,255.0,300.0,225.0
São Francisco,15 a 17 anos,13.0,3.0,10.0,1.55,0.36,1.19,254.92,233.33,261.4,200.0,100.0,227.5
São Francisco,18 ou 19 anos,24.0,16.0,8.0,2.86,1.91,0.95,676.79,878.44,273.5,300.0,350.0,225.0
São Francisco,20 a 24 anos,73.0,47.0,26.0,8.71,5.61,3.1,625.56,694.68,500.62,510.0,510.0,505.0
São Francisco,25 a 29 anos,107.0,59.0,48.0,12.77,7.04,5.73,685.85,674.75,699.5,510.0,510.0,330.0
São Francisco,30 a 34 anos,118.0,56.0,62.0,14.08,6.68,7.4,675.19,760.18,598.42,510.0,510.0,505.0
São Francisco,35 a 39 anos,102.0,61.0,41.0,12.17,7.28,4.89,888.41,950.82,795.56,510.0,510.0,510.0
São Francisco,40 a 44 anos,65.0,46.0,19.0,7.76,5.49,2.27,873.28,816.3,1011.21,520.0,515.0,600.0
São Francisco,45 a 49 anos,68.0,35.0,33.0,8.11,4.18,3.94,1005.79,1287.31,707.21,575.0,720.0,510.0
São Francisco,50 a 54 anos,76.0,42.0,34.0,9.07,5.01,4.06,1287.87,1464.76,1069.35,510.0,510.0,510.0
São Francisco,55 a 59 anos,53.0,31.0,22.0,6.32,3.7,2.63,1136.43,1220.52,1017.95,600.0,760.0,510.0
São Francisco,60 a 69 anos,71.0,37.0,34.0,8.47,4.42,4.06,1127.9,1294.38,946.74,510.0,600.0,510.0
São Francisco,70 anos ou mais,62.0,29.0,33.0,7.4,3.46,3.94,837.45,903.1,779.76,510.0,510.0,510.0
Sucurijuquara,Total,384.0,220.0,164.0,100.0,57.29,42.71,561.4,629.6,469.92,510.0,510.0,510.0
Sucurijuquara,10 a 14 anos,2.0,2.0,,0.52,0.52,,101.0,101.0,,101.0,101.0,
Sucurijuquara,15 a 19 anos,20.0,15.0,5.0,5.21,3.91,1.3,372.3,369.07,382.0,300.0,300.0,300.0
Sucurijuquara,15 a 17 anos,4.0,4.0,,1.04,1.04,,335.0,335.0,,340.0,340.0,
Sucurijuquara,18 ou 19 anos,16.0,11.0,5.0,4.17,2.86,1.3,381.63,381.45,382.0,300.0,300.0,300.0
Sucurijuquara,20 a 24 anos,45.0,31.0,14.0,11.72,8.07,3.65,485.24,542.58,358.29,510.0,510.0,300.0
Sucurijuquara,25 a 29 anos,53.0,31.0,22.0,13.8,8.07,5.73,538.49,637.74,398.64,510.0,510.0,250.0
Sucurijuquara,30 a 34 anos,46.0,25.0,21.0,11.98,6.51,5.47,513.52,592.88,419.05,510.0,510.0,510.0
Sucurijuquara,35 a 39 anos,41.0,25.0,16.0,10.68,6.51,4.17,495.98,567.92,383.56,510.0,510.0,350.0
Sucurijuquara,40 a 44 anos,31.0,18.0,13.0,8.07,4.69,3.39,693.42,788.33,562.0,510.0,675.0,510.0
Sucurijuquara,45 a 49 anos,44.0,25.0,19.0,11.46,6.51,4.95,646.91,730.56,536.84,510.0,510.0,510.0
Sucurijuquara,50 a 54 anos,21.0,13.0,8.0,5.47,3.39,2.08,910.0,956.92,833.75,510.0,600.0,510.0
Sucurijuquara,55 a 59 anos,29.0,12.0,17.0,7.55,3.13,4.43,532.76,567.5,508.24,510.0,510.0,510.0
Sucurijuquara,60 a 69 anos,30.0,12.0,18.0,7.81,3.13,4.69,528.27,653.33,444.89,510.0,600.0,510.0
Sucurijuquara,70 anos ou mais,22.0,11.0,11.0,5.73,2.86,2.86,601.36,692.73,510.0,510.0,510.0,510.0
Vila,Total,1662.0,865.0,797.0,100.0,52.05,47.95,937.1,1017.76,849.56,510.0,590.0,510.0
Vila,10 a 14 anos,19.0,11.0,8.0,1.14,0.66,0.48,330.11,332.91,326.25,100.0,90.0,430.0
Vila,15 a 19 anos,40.0,26.0,14.0,2.41,1.56,0.84,354.58,437.69,200.21,400.0,505.0,106.5
Vila,15 a 17 anos,13.0,7.0,6.0,0.78,0.42,0.36,260.23,394.29,103.83,101.0,400.0,100.5
Vila,18 ou 19 anos,27.0,19.0,8.0,1.62,1.14,0.48,400.0,453.68,272.5,500.0,510.0,185.0
Vila,20 a 24 anos,129.0,70.0,59.0,7.76,4.21,3.55,585.68,604.34,563.54,510.0,510.0,300.0
Vila,25 a 29 anos,155.0,86.0,69.0,9.33,5.17,4.15,722.88,795.35,632.55,510.0,600.0,510.0
Vila,30 a 34 anos,180.0,98.0,82.0,10.83,5.9,4.93,749.37,768.32,726.72,600.0,600.0,510.0
Vila,35 a 39 anos,167.0,88.0,79.0,10.05,5.29,4.75,925.8,1039.07,799.62,510.0,600.0,510.0
Vila,40 a 44 anos,169.0,88.0,81.0,10.17,5.29,4.87,877.08,918.01,832.62,510.0,512.5,510.0
Vila,45 a 49 anos,187.0,104.0,83.0,11.25,6.26,4.99,1146.65,1202.44,1076.73,700.0,600.0,750.0
Vila,50 a 54 anos,125.0,69.0,56.0,7.52,4.15,3.37,1321.98,1385.12,1244.2,750.0,800.0,510.0
Vila,55 a 59 anos,131.0,60.0,71.0,7.88,3.61,4.27,1094.56,1306.08,915.8,556.0,725.0,510.0
Vila,60 a 69 anos,178.0,90.0,88.0,10.71,5.42,5.29,1130.29,1317.0,939.34,605.0,905.0,510.0
Vila,70 anos ou mais,182.0,75.0,107.0,10.95,4.51,6.44,1029.87,1194.33,914.6,510.0,510.0,510.0
Praia Grande,Total,377.0,210.0,167.0,100.0,55.7,44.3,1133.13,1201.09,1047.68,510.0,600.0,510.0
Praia Grande,10 a 14 anos,3.0,,3.0,0.8,,0.8,300.0,,300.0,300.0,,300.0
Praia Grande,15 a 19 anos,15.0,13.0,2.0,3.98,3.45,0.53,226.4,234.31,175.0,200.0,200.0,175.0
Praia Grande,15 a 17 anos,7.0,6.0,1.0,1.86,1.59,0.27,158.57,160.0,150.0,160.0,180.0,150.0
Praia Grande,18 ou 19 anos,8.0,7.0,1.0,2.12,1.86,0.27,285.75,298.0,200.0,228.0,256.0,200.0
Praia Grande,20 a 24 anos,33.0,21.0,12.0,8.75,5.57,3.18,486.97,498.1,467.5,510.0,510.0,382.5
Praia Grande,25 a 29 anos,46.0,26.0,20.0,12.2,6.9,5.31,741.39,660.77,846.2,510.0,600.0,510.0
Praia Grande,30 a 34 anos,35.0,17.0,18.0,9.28,4.51,4.77,1060.86,980.59,1136.67,510.0,510.0,505.0
Praia Grande,35 a 39 anos,49.0,28.0,21.0,13.0,7.43,5.57,1032.96,1001.04,1075.52,600.0,890.0,510.0
Praia Grande,40 a 44 anos,50.0,27.0,23.0,13.26,7.16,6.1,1400.94,1801.0,931.3,700.0,800.0,510.0
Praia Grande,45 a 49 anos,34.0,16.0,18.0,9.02,4.24,4.77,1218.24,1618.75,862.22,875.0,1200.0,510.0
Praia Grande,50 a 54 anos,28.0,19.0,9.0,7.43,5.04,2.39,1816.43,1590.53,2293.33,510.0,600.0,510.0
Praia Grande,55 a 59 anos,20.0,11.0,9.0,5.31,2.92,2.39,848.8,966.36,705.11,510.0,510.0,510.0
Praia Grande,60 a 69 anos,39.0,23.0,16.0,10.34,6.1,4.24,1636.74,2098.52,972.94,510.0,700.0,510.0
Praia Grande,70 anos ou mais,25.0,9.0,16.0,6.63,2.39,4.24,1673.6,1466.67,1790.0,510.0,750.0,510.0
Chapéu Virado,Total,573.0,311.0,262.0,100.0,54.28,45.72,864.41,983.49,723.06,510.0,575.0,510.0
Chapéu Virado,10 a 14 anos,1.0,,1.0,0.17,,0.17,150.0,,150.0,150.0,,150.0
Chapéu Virado,15 a 19 anos,15.0,10.0,5.0,2.62,1.75,0.87,381.53,444.0,256.6,400.0,450.0,250.0
Chapéu Virado,15 a 17 anos,5.0,2.0,3.0,0.87,0.35,0.52,316.2,310.0,320.33,350.0,310.0,350.0
Chapéu Virado,18 ou 19 anos,10.0,8.0,2.0,1.75,1.4,0.35,414.2,477.5,161.0,400.0,455.0,161.0
Chapéu Virado,20 a 24 anos,53.0,28.0,25.0,9.25,4.89,4.36,510.83,586.43,426.16,510.0,510.0,300.0
Chapéu Virado,25 a 29 anos,77.0,45.0,32.0,13.44,7.85,5.58,540.95,595.89,463.69,510.0,510.0,510.0
Chapéu Virado,30 a 34 anos,67.0,38.0,29.0,11.69,6.63,5.06,641.22,762.89,481.79,510.0,580.0,510.0
Chapéu Virado,35 a 39 anos,73.0,33.0,40.0,12.74,5.76,6.98,740.6,828.85,667.8,510.0,510.0,510.0
Chapéu Virado,40 a 44 anos,67.0,45.0,22.0,11.69,7.85,3.84,986.85,994.49,971.23,600.0,800.0,510.0
Chapéu Virado,45 a 49 anos,53.0,30.0,23.0,9.25,5.24,4.01,984.43,1093.67,841.96,600.0,730.0,510.0
Chapéu Virado,50 a 54 anos,40.0,22.0,18.0,6.98,3.84,3.14,1356.0,1310.45,1411.67,510.0,510.0,510.0
Chapéu Virado,55 a 59 anos,25.0,10.0,15.0,4.36,1.75,2.62,811.6,1132.0,598.0,510.0,805.0,510.0
Chapéu Virado,60 a 69 anos,55.0,34.0,21.0,9.6,5.93,3.66,1519.24,1712.59,1206.19,1020.0,1200.0,510.0
Chapéu Virado,70 anos ou mais,47.0,16.0,31.0,8.2,2.79,5.41,1006.38,1619.25,690.06,510.0,1200.0,510.0
Murubira,Total,778.0,455.0,323.0,100.0,58.48,41.52,703.39,802.5,563.77,510.0,510.0,480.0
Murubira,10 a 14 anos,47.0,22.0,25.0,6.04,2.83,3.21,132.68,117.82,145.76,90.0,75.0,90.0
Murubira,15 a 19 anos,35.0,25.0,10.0,4.5,3.21,1.29,226.94,238.92,197.0,120.0,150.0,110.0
Murubira,15 a 17 anos,20.0,14.0,6.0,2.57,1.8,0.77,124.65,126.64,120.0,85.0,90.0,65.0
Murubira,18 ou 19 anos,15.0,11.0,4.0,1.93,1.41,0.51,363.33,381.82,312.5,400.0,480.0,325.0
Murubira,20 a 24 anos,69.0,49.0,20.0,8.87,6.3,2.57,480.09,547.96,313.8,510.0,510.0,325.0
Murubira,25 a 29 anos,80.0,49.0,31.0,10.28,6.3,3.98,565.35,651.33,429.45,510.0,510.0,469.0
Murubira,30 a 34 anos,109.0,54.0,55.0,14.01,6.94,7.07,537.29,682.28,394.95,510.0,590.0,300.0
Murubira,35 a 39 anos,106.0,60.0,46.0,13.62,7.71,5.91,701.42,807.83,562.63,510.0,625.0,505.0
Murubira,40 a 44 anos,77.0,50.0,27.0,9.9,6.43,3.47,636.38,666.9,579.85,510.0,560.0,510.0
Murubira,45 a 49 anos,58.0,39.0,19.0,7.46,5.01,2.44,702.33,701.67,703.68,510.0,510.0,455.0
Murubira,50 a 54 anos,47.0,22.0,25.0,6.04,2.83,3.21,835.83,857.0,817.2,510.0,625.0,510.0
Murubira,55 a 59 anos,40.0,25.0,15.0,5.14,3.21,1.93,1453.55,1665.6,1100.13,510.0,680.0,312.0
Murubira,60 a 69 anos,69.0,37.0,32.0,8.87,4.76,4.11,1303.26,1706.76,836.72,660.0,700.0,510.0
Murubira,70 anos ou mais,41.0,23.0,18.0,5.27,2.96,2.31,1090.24,1223.48,920.0,510.0,510.0,510.0
Bonfim,Total,209.0,144.0,65.0,100.0,68.9,31.1,534.64,553.08,493.8,480.0,480.0,500.0
Bonfim,10 a 14 anos,2.0,1.0,1.0,0.96,0.48,0.48,165.0,200.0,130.0,165.0,200.0,130.0
Bonfim,15 a 19 anos,18.0,10.0,8.0,8.61,4.78,3.83,455.0,457.0,452.5,330.0,405.0,300.0
Bonfim,15 a 17 anos,10.0,5.0,5.0,4.78,2.39,2.39,350.0,332.0,368.0,270.0,160.0,300.0
Bonfim,18 ou 19 anos,8.0,5.0,3.0,3.83,2.39,1.44,586.25,582.0,593.33,505.0,450.0,560.0
Bonfim,20 a 24 anos,27.0,19.0,8.0,12.92,9.09,3.83,468.89,472.53,460.25,400.0,400.0,465.0
Bonfim,25 a 29 anos,23.0,15.0,8.0,11.0,7.18,3.83,518.78,539.33,480.25,480.0,350.0,505.0
Bonfim,30 a 34 anos,38.0,28.0,10.0,18.18,13.4,4.78,408.68,447.5,300.0,375.0,425.0,220.0
Bonfim,35 a 39 anos,22.0,15.0,7.0,10.53,7.18,3.35,647.95,593.0,765.71,600.0,600.0,600.0
Bonfim,40 a 44 anos,24.0,17.0,7.0,11.48,8.13,3.35,576.96,571.76,589.57,400.0,400.0,350.0
Bonfim,45 a 49 anos,22.0,15.0,7.0,10.53,7.18,3.35,744.0,838.67,541.14,600.0,600.0,508.0
Bonfim,50 a 54 anos,11.0,8.0,3.0,5.26,3.83,1.44,404.55,306.25,666.67,300.0,250.0,550.0
Bonfim,55 a 59 anos,10.0,6.0,4.0,4.78,2.87,1.91,581.0,571.67,595.0,550.0,650.0,450.0
Bonfim,60 a 69 anos,11.0,9.0,2.0,5.26,4.31,0.96,715.27,855.56,84.0,600.0,700.0,84.0
Bonfim,70 anos ou mais,1.0,1.0,,0.48,0.48,,500.0,500.0,,500.0,500.0,
Marahú,Total,72.0,49.0,23.0,100.0,68.06,31.94,1545.19,1308.45,2049.57,740.5,800.0,600.0
Marahú,10 a 14 anos,,,,,,,,,,,,
Marahú,15 a 19 anos,,,,,,,,,,,,
Marahú,15 a 17 anos,,,,,,,,,,,,
Marahú,18 ou 19 anos,,,,,,,,,,,,
Marahú,20 a 24 anos,3.0,3.0,,4.17,4.17,,1087.0,1087.0,,751.0,751.0,
Marahú,25 a 29 anos,4.0,1.0,3.0,5.56,1.39,4.17,2452.5,3600.0,2070.0,2150.0,3600.0,700.0
Marahú,30 a 34 anos,19.0,11.0,8.0,26.39,15.28,11.11,758.68,889.55,578.75,750.0,800.0,510.0
Marahú,35 a 39 anos,8.0,7.0,1.0,11.11,9.72,1.39,2522.0,2809.43,510.0,850.0,900.0,510.0
Marahú,40 a 44 anos,18.0,12.0,6.0,25.0,16.67,8.33,2279.44,742.5,5353.33,700.0,700.0,750.0
Marahú,45 a 49 anos,8.0,6.0,2.0,11.11,8.33,2.78,732.38,774.83,605.0,750.0,845.0,605.0
Marahú,50 a 54 anos,9.0,7.0,2.0,12.5,9.72,2.78,1530.89,1681.14,1005.0,652.0,652.0,1005.0
Marahú,55 a 59 anos,3.0,2.0,1.0,4.17,2.78,1.39,975.0,1237.5,450.0,975.0,1237.5,450.0
Marahú,60 a 69 anos,,,,,,,,,,,,
Marahú,70 anos ou mais,,,,,,,,,,,,
Paraíso,Total,172.0,94.0,78.0,100.0,54.65,45.35,740.55,862.98,593.0,500.0,515.0,500.0
Paraíso,10 a 14 anos,6.0,4.0,2.0,3.49,2.33,1.16,129.5,163.75,61.0,76.0,112.5,61.0
Paraíso,15 a 19 anos,4.0,2.0,2.0,2.33,1.16,1.16,425.0,575.0,275.0,425.0,575.0,275.0
Paraíso,15 a 17 anos,,,,,,,,,,,,
Paraíso,18 ou 19 anos,4.0,2.0,2.0,2.33,1.16,1.16,425.0,575.0,275.0,425.0,575.0,275.0
Paraíso,20 a 24 anos,16.0,8.0,8.0,9.3,4.65,4.65,509.5,587.5,431.5,425.0,500.0,225.0
Paraíso,25 a 29 anos,15.0,10.0,5.0,8.72,5.81,2.91,542.8,611.0,406.4,580.0,600.0,550.0
Paraíso,30 a 34 anos,23.0,13.0,10.0,13.37,7.56,5.81,603.13,719.23,452.2,500.0,500.0,450.0
Paraíso,35 a 39 anos,21.0,11.0,10.0,12.21,6.4,5.81,620.86,818.18,403.8,500.0,700.0,295.0
Paraíso,40 a 44 anos,18.0,13.0,5.0,10.47,7.56,2.91,989.72,1019.62,912.0,560.0,800.0,500.0
Paraíso,45 a 49 anos,14.0,6.0,8.0,8.14,3.49,4.65,886.43,1400.0,501.25,500.0,950.0,300.0
Paraíso,50 a 54 anos,9.0,4.0,5.0,5.23,2.33,2.91,800.0,675.0,900.0,600.0,650.0,600.0
Paraíso,55 a 59 anos,8.0,3.0,5.0,4.65,1.74,2.91,408.5,633.33,273.6,400.0,500.0,300.0
Paraíso,60 a 69 anos,23.0,11.0,12.0,13.37,6.4,6.98,1247.83,1327.27,1175.0,800.0,1200.0,650.0
Paraíso,70 anos ou mais,15.0,9.0,6.0,8.72,5.23,3.49,820.0,1033.33,500.0,500.0,500.0,500.0
Baía do Sol,Total,1119.0,636.0,483.0,100.0,56.84,43.16,661.48,700.96,609.49,510.0,510.0,510.0
Baía do Sol,10 a 14 anos,11.0,8.0,3.0,0.98,0.71,0.27,166.0,171.25,152.0,112.0,156.0,100.0
Baía do Sol,15 a 19 anos,31.0,19.0,12.0,2.77,1.7,1.07,223.9,231.84,211.33,120.0,200.0,90.0
Baía do Sol,15 a 17 anos,17.0,9.0,8.0,1.52,0.8,0.71,209.18,233.33,182.0,120.0,120.0,90.0
Baía do Sol,18 ou 19 anos,14.0,10.0,4.0,1.25,0.89,0.36,241.79,230.5,270.0,200.0,200.0,245.0
Baía do Sol,20 a 24 anos,72.0,44.0,28.0,6.43,3.93,2.5,444.0,498.64,358.14,510.0,510.0,400.0
Baía do Sol,25 a 29 anos,139.0,64.0,75.0,12.42,5.72,6.7,423.87,522.78,339.47,400.0,510.0,300.0
Baía do Sol,30 a 34 anos,163.0,98.0,65.0,14.57,8.76,5.81,560.68,684.65,373.77,510.0,510.0,340.0
Baía do Sol,35 a 39 anos,133.0,73.0,60.0,11.89,6.52,5.36,608.48,642.26,567.38,510.0,510.0,510.0
Baía do Sol,40 a 44 anos,110.0,63.0,47.0,9.83,5.63,4.2,649.66,826.68,412.38,510.0,510.0,400.0
Baía do Sol,45 a 49 anos,75.0,38.0,37.0,6.7,3.4,3.31,745.97,760.79,730.76,510.0,510.0,500.0
Baía do Sol,50 a 54 anos,78.0,50.0,28.0,6.97,4.47,2.5,1143.18,759.7,1827.96,510.0,510.0,510.0
Baía do Sol,55 a 59 anos,70.0,41.0,29.0,6.26,3.66,2.59,898.0,791.0,1049.28,510.0,510.0,510.0
Baía do Sol,60 a 69 anos,132.0,73.0,59.0,11.8,6.52,5.27,808.44,856.66,748.78,510.0,510.0,510.0
Baía do Sol,70 anos ou mais,105.0,65.0,40.0,9.38,5.81,3.57,781.63,872.55,633.88,510.0,510.0,510.0
